island,year,month,avg_temp_celsius,rainfall_mm,hurricane_category
Barbados,2024,September,29.3,191.0,0
Barbados,2024,October,28.1,162.8,0
Barbados,2024,November,28.6,153.5,0
Barbados,2024,December,26.4,104.7,0
Barbados,2025,January,26.8,61.2,0
Barbados,2025,February,26.4,77.7,0
Barbados,2025,March,26.6,51.2,0
Barbados,2025,April,28.5,83.3,0
Barbados,2025,May,28.3,106.9,0
Barbados,2025,June,28.2,176.1,0
Barbados,2025,July,29.0,167.5,0
Barbados,2025,August,29.6,216.2,0
Barbados,2025,September,29.1,160.2,0
Barbados,2025,October,28.6,154.2,0
Barbados,2025,November,27.7,142.3,0
Barbados,2025,December,27.6,79.6,0
Bermuda,2015,January,26.4,47.7,0
Bermuda,2015,February,27.3,22.0,0
Bermuda,2015,March,27.2,17.7,0
Bermuda,2015,April,29.0,37.9,0
Bermuda,2015,May,28.7,81.7,0
Bermuda,2015,June,29.8,133.5,0
Bermuda,2015,July,30.9,134.3,0
Bermuda,2015,August,31.3,158.0,0
Bermuda,2015,September,30.0,134.2,0
Bermuda,2015,October,29.9,155.2,0
Bermuda,2015,November,29.1,119.8,0
Bermuda,2015,December,26.8,67.7,0
Bermuda,2016,January,28.1,49.4,0
Bermuda,2016,February,26.6,24.0,0
Bermuda,2016,March,27.7,25.0,0
Bermuda,2016,April,29.2,30.8,0
Bermuda,2016,May,30.1,62.7,0
Bermuda,2016,June,29.4,118.7,0
Bermuda,2016,July,30.0,166.1,0
Bermuda,2016,August,30.7,161.8,0
Bermuda,2016,September,29.9,140.1,0
Bermuda,2016,October,30.0,189.1,0
Bermuda,2016,November,28.5,88.0,0
Bermuda,2016,December,27.7,55.3,0
Bermuda,2017,January,26.9,39.7,0
Bermuda,2017,February,26.4,22.2,0
Bermuda,2017,March,28.0,21.9,0
Bermuda,2017,April,29.3,32.0,0
Bermuda,2017,May,29.7,96.8,0
Bermuda,2017,June,28.5,150.6,0
Bermuda,2017,July,29.6,139.4,0
Bermuda,2017,August,29.4,189.5,0
Bermuda,2017,September,31.2,165.2,0
Bermuda,2017,October,28.9,148.6,0
Bermuda,2017,November,27.7,94.1,0
Bermuda,2017,December,28.1,67.8,0
Bermuda,2018,January,27.8,40.3,0
Bermuda,2018,February,27.0,25.1,0
Bermuda,2018,March,28.6,23.8,0
Bermuda,2018,April,27.7,40.8,0
Bermuda,2018,May,28.5,78.3,0
Bermuda,2018,June,30.1,115.3,0
Bermuda,2018,July,30.1,149.5,0
Bermuda,2018,August,29.3,149.8,0
Bermuda,2018,September,29.3,201.5,0
Bermuda,2018,October,29.1,128.9,0
Bermuda,2018,November,29.0,120.4,0
Bermuda,2018,December,27.4,49.9,0
Bermuda,2019,January,28.1,47.1,0
Bermuda,2019,February,27.8,22.1,0
Bermuda,2019,March,26.7,22.8,0
Bermuda,2019,April,27.3,42.2,0
Bermuda,2019,May,29.3,60.3,0
Bermuda,2019,June,30.3,117.3,0
Bermuda,2019,July,30.4,134.7,0
Bermuda,2019,August,30.0,140.2,0
Bermuda,2019,September,30.5,197.6,0
Bermuda,2019,October,28.5,155.9,0
Bermuda,2019,November,29.2,103.1,0
Bermuda,2019,December,27.8,54.0,0
Bermuda,2020,January,26.1,49.8,0
Bermuda,2020,February,28.2,22.0,0
Bermuda,2020,March,28.7,18.0,0
Bermuda,2020,April,29.0,42.0,0
Bermuda,2020,May,29.8,84.0,0
Bermuda,2020,June,30.0,144.4,0
Bermuda,2020,July,31.3,123.2,0
Bermuda,2020,August,30.1,122.8,0
Bermuda,2020,September,30.3,143.6,0
Bermuda,2020,October,28.8,157.7,0
Bermuda,2020,November,29.3,119.5,0
Bermuda,2020,December,28.4,70.2,0
Bermuda,2021,January,26.4,31.9,0
Bermuda,2021,February,26.9,28.9,0
Bermuda,2021,March,27.1,21.8,0
Bermuda,2021,April,27.5,32.5,0
Bermuda,2021,May,28.6,91.5,0
Bermuda,2021,June,29.0,116.6,0
Bermuda,2021,July,30.0,165.7,0
Bermuda,2021,August,31.5,125.7,0
Bermuda,2021,September,30.1,201.2,0
Bermuda,2021,October,28.9,120.4,0
Bermuda,2021,November,27.6,93.5,0
Bermuda,2021,December,27.8,72.2,0
Bermuda,2022,January,26.7,44.3,0
Bermuda,2022,February,27.4,26.6,0
Bermuda,2022,March,28.1,15.1,0
Bermuda,2022,April,29.0,29.2,0
Bermuda,2022,May,29.1,90.5,0
Bermuda,2022,June,29.9,138.7,0
Bermuda,2022,July,31.2,211.8,1
Bermuda,2022,August,30.1,121.1,0
Bermuda,2022,September,30.9,143.7,0
Bermuda,2022,October,29.7,135.5,0
Bermuda,2022,November,28.1,89.6,0
Bermuda,2022,December,27.8,50.0,0
Bermuda,2023,January,26.7,35.8,0
Bermuda,2023,February,27.6,23.0,0
Bermuda,2023,March,28.9,18.4,0
Bermuda,2023,April,28.1,29.6,0
Bermuda,2023,May,30.1,76.1,0
Bermuda,2023,June,30.1,106.0,0
Bermuda,2023,July,30.3,116.8,0
Bermuda,2023,August,30.8,123.0,0
Bermuda,2023,September,29.5,572.9,5
Bermuda,2023,October,29.8,406.9,3
Bermuda,2023,November,28.2,103.4,0
Bermuda,2023,December,27.5,49.6,0
Bermuda,2024,January,27.4,36.0,0
Bermuda,2024,February,27.8,22.1,0
Bermuda,2024,March,27.0,23.3,0
Bermuda,2024,April,28.9,28.3,0
Bermuda,2024,May,28.2,68.0,0
Bermuda,2024,June,29.0,131.5,0
Bermuda,2024,July,30.6,285.7,2
Bermuda,2024,August,29.7,194.7,0
Bermuda,2024,September,28.9,184.6,0
Bermuda,2024,October,30.2,168.1,0
Bermuda,2024,November,27.5,110.6,0
Bermuda,2024,December,26.7,52.7,0
Bermuda,2025,January,28.2,35.9,0
Bermuda,2025,February,26.5,20.9,0
Bermuda,2025,March,27.3,23.0,0
Bermuda,2025,April,28.9,27.9,0
Bermuda,2025,May,28.0,94.1,0
Bermuda,2025,June,28.8,120.7,0
Bermuda,2025,July,30.4,166.5,0
Bermuda,2025,August,31.2,134.6,0
Bermuda,2025,September,31.2,150.6,0
Bermuda,2025,October,30.2,178.2,0
Bermuda,2025,November,29.1,88.7,0
Bermuda,2025,December,26.6,73.3,0
Bonaire,2015,January,27.2,52.3,0
Bonaire,2015,February,28.1,29.4,0
Bonaire,2015,March,27.8,22.9,0
Bonaire,2015,April,29.5,55.6,0
Bonaire,2015,May,30.4,72.6,0
Bonaire,2015,June,28.8,123.3,0
Bonaire,2015,July,30.9,163.3,0
Bonaire,2015,August,30.9,175.5,0
Bonaire,2015,September,30.8,165.4,0
Bonaire,2015,October,30.2,131.6,0
Bonaire,2015,November,28.1,110.7,0
Bonaire,2015,December,27.6,81.9,0
Bonaire,2016,January,28.5,38.9,0
Bonaire,2016,February,26.9,41.1,0
Bonaire,2016,March,28.9,23.6,0
Bonaire,2016,April,28.1,55.6,0
Bonaire,2016,May,28.8,96.5,0
Bonaire,2016,June,29.3,137.1,0
Bonaire,2016,July,30.3,176.7,0
Bonaire,2016,August,29.8,169.8,0
Bonaire,2016,September,29.4,172.1,0
Bonaire,2016,October,28.5,131.2,0
Bonaire,2016,November,29.0,108.3,0
Bonaire,2016,December,27.2,76.0,0
Bonaire,2017,January,27.1,38.9,0
Bonaire,2017,February,27.6,36.0,0
Bonaire,2017,March,28.0,32.4,0
Bonaire,2017,April,27.8,50.8,0
Bonaire,2017,May,29.0,104.8,0
Bonaire,2017,June,29.4,141.5,0
Bonaire,2017,July,29.3,124.8,0
Bonaire,2017,August,31.2,188.8,0
Bonaire,2017,September,30.7,151.9,0
Bonaire,2017,October,29.4,161.5,0
Bonaire,2017,November,29.2,96.5,0
Bonaire,2017,December,28.9,81.8,0
Bonaire,2018,January,28.0,48.8,0
Bonaire,2018,February,28.7,28.6,0
Bonaire,2018,March,28.2,23.2,0
Bonaire,2018,April,29.5,44.6,0
Bonaire,2018,May,30.4,75.5,0
Bonaire,2018,June,30.4,114.0,0
Bonaire,2018,July,30.6,178.7,0
Bonaire,2018,August,30.4,210.8,0
Bonaire,2018,September,31.0,159.6,0
Bonaire,2018,October,30.8,161.1,0
Bonaire,2018,November,28.5,132.0,0
Bonaire,2018,December,27.4,77.0,0
Bonaire,2019,January,27.9,60.9,0
Bonaire,2019,February,27.0,37.2,0
Bonaire,2019,March,27.8,32.6,0
Bonaire,2019,April,29.0,55.3,0
Bonaire,2019,May,29.9,82.0,0
Bonaire,2019,June,29.6,138.6,0
Bonaire,2019,July,30.8,143.8,0
Bonaire,2019,August,31.5,151.8,0
Bonaire,2019,September,31.1,262.1,1
Bonaire,2019,October,30.1,140.2,0
Bonaire,2019,November,27.9,107.2,0
Bonaire,2019,December,28.7,76.7,0
Bonaire,2020,January,28.0,38.3,0
Bonaire,2020,February,26.8,41.4,0
Bonaire,2020,March,28.9,33.6,0
Bonaire,2020,April,28.1,51.4,0
Bonaire,2020,May,28.9,97.4,0
Bonaire,2020,June,29.6,172.0,0
Bonaire,2020,July,29.9,233.9,1
Bonaire,2020,August,31.0,193.9,0
Bonaire,2020,September,31.2,217.0,0
Bonaire,2020,October,30.1,186.1,0
Bonaire,2020,November,28.9,136.6,0
Bonaire,2020,December,27.4,58.7,0
Bonaire,2021,January,26.7,41.8,0
Bonaire,2021,February,27.4,33.8,0
Bonaire,2021,March,27.3,31.3,0
Bonaire,2021,April,28.3,49.7,0
Bonaire,2021,May,28.6,82.0,0
Bonaire,2021,June,30.9,148.1,0
Bonaire,2021,July,30.4,155.4,0
Bonaire,2021,August,31.4,154.5,0
Bonaire,2021,September,29.6,141.1,0
Bonaire,2021,October,29.5,168.1,0
Bonaire,2021,November,28.1,102.8,0
Bonaire,2021,December,27.6,60.1,0
Bonaire,2022,January,27.5,62.4,0
Bonaire,2022,February,28.8,26.4,0
Bonaire,2022,March,28.0,36.1,0
Bonaire,2022,April,29.0,55.3,0
Bonaire,2022,May,29.0,108.7,0
Bonaire,2022,June,29.6,142.8,0
Bonaire,2022,July,31.4,174.2,0
Bonaire,2022,August,31.4,485.4,4
Bonaire,2022,September,29.6,181.2,0
Bonaire,2022,October,28.9,202.6,0
Bonaire,2022,November,27.6,93.9,0
Bonaire,2022,December,28.5,82.8,0
Bonaire,2023,January,26.5,50.9,0
Bonaire,2023,February,28.8,39.8,0
Bonaire,2023,March,29.1,33.7,0
Bonaire,2023,April,28.6,41.2,0
Bonaire,2023,May,28.4,103.2,0
Bonaire,2023,June,30.1,120.9,0
Bonaire,2023,July,30.1,159.8,0
Bonaire,2023,August,29.5,184.7,0
Bonaire,2023,September,30.7,190.7,0
Bonaire,2023,October,29.9,501.6,4
Bonaire,2023,November,27.8,137.2,0
Bonaire,2023,December,27.0,79.3,0
Bonaire,2024,January,27.2,54.0,0
Bonaire,2024,February,27.8,28.6,0
Bonaire,2024,March,28.8,30.7,0
Bonaire,2024,April,27.9,49.0,0
Bonaire,2024,May,30.1,100.3,0
Bonaire,2024,June,31.0,143.8,0
Bonaire,2024,July,29.5,112.9,0
Bonaire,2024,August,30.8,208.0,0
Bonaire,2024,September,31.0,216.3,0
Bonaire,2024,October,29.5,177.0,0
Bonaire,2024,November,27.9,103.2,0
Bonaire,2024,December,27.2,58.9,0
Bonaire,2025,January,28.2,58.8,0
Bonaire,2025,February,28.8,34.3,0
Bonaire,2025,March,27.6,23.5,0
Bonaire,2025,April,29.2,44.7,0
Bonaire,2025,May,28.5,97.0,0
Bonaire,2025,June,30.2,168.0,0
Bonaire,2025,July,30.3,158.7,0
Bonaire,2025,August,30.9,175.6,0
Bonaire,2025,September,29.9,253.6,1
Bonaire,2025,October,29.0,184.8,0
Bonaire,2025,November,29.5,98.1,0
Bonaire,2025,December,28.7,68.7,0
British Virgin Islands,2015,January,25.2,61.5,0
British Virgin Islands,2015,February,26.1,52.7,0
British Virgin Islands,2015,March,25.5,40.8,0
British Virgin Islands,2015,April,27.7,43.4,0
British Virgin Islands,2015,May,26.5,100.4,0
British Virgin Islands,2015,June,28.3,142.9,0
British Virgin Islands,2015,July,29.5,164.1,0
British Virgin Islands,2015,August,30.1,177.5,0
British Virgin Islands,2015,September,28.3,163.7,0
British Virgin Islands,2015,October,28.4,156.7,0
British Virgin Islands,2015,November,26.9,123.3,0
British Virgin Islands,2015,December,26.4,93.9,0
British Virgin Islands,2016,January,25.8,50.0,0
British Virgin Islands,2016,February,25.8,37.8,0
British Virgin Islands,2016,March,26.6,49.4,0
British Virgin Islands,2016,April,26.9,51.1,0
British Virgin Islands,2016,May,27.6,78.1,0
British Virgin Islands,2016,June,27.1,128.0,0
British Virgin Islands,2016,July,28.3,157.6,0
British Virgin Islands,2016,August,27.9,223.2,0
British Virgin Islands,2016,September,29.1,192.0,0
British Virgin Islands,2016,October,28.6,154.3,0
British Virgin Islands,2016,November,26.2,140.0,0
British Virgin Islands,2016,December,26.4,93.4,0
British Virgin Islands,2017,January,25.4,72.2,0
British Virgin Islands,2017,February,25.6,53.3,0
British Virgin Islands,2017,March,26.3,42.1,0
British Virgin Islands,2017,April,26.1,45.8,0
British Virgin Islands,2017,May,27.9,85.6,0
British Virgin Islands,2017,June,27.8,166.3,0
British Virgin Islands,2017,July,28.0,184.9,0
British Virgin Islands,2017,August,28.9,178.1,0
British Virgin Islands,2017,September,27.8,301.7,1
British Virgin Islands,2017,October,28.1,145.3,0
British Virgin Islands,2017,November,25.9,134.7,0
British Virgin Islands,2017,December,25.6,67.2,0
British Virgin Islands,2018,January,25.8,61.9,0
British Virgin Islands,2018,February,26.4,48.6,0
British Virgin Islands,2018,March,25.4,39.0,0
British Virgin Islands,2018,April,27.7,45.9,0
British Virgin Islands,2018,May,27.8,114.7,0
British Virgin Islands,2018,June,27.4,162.0,0
British Virgin Islands,2018,July,29.1,147.4,0
British Virgin Islands,2018,August,29.1,155.7,0
British Virgin Islands,2018,September,27.7,161.7,0
British Virgin Islands,2018,October,27.9,168.0,0
British Virgin Islands,2018,November,26.0,128.4,0
British Virgin Islands,2018,December,25.1,91.3,0
British Virgin Islands,2019,January,24.8,59.5,0
British Virgin Islands,2019,February,26.1,52.4,0
British Virgin Islands,2019,March,26.9,43.0,0
British Virgin Islands,2019,April,26.6,42.4,0
British Virgin Islands,2019,May,27.0,115.1,0
British Virgin Islands,2019,June,27.8,156.7,0
British Virgin Islands,2019,July,29.2,175.7,0
British Virgin Islands,2019,August,28.1,177.9,0
British Virgin Islands,2019,September,29.4,169.4,0
British Virgin Islands,2019,October,27.7,147.8,0
British Virgin Islands,2019,November,27.5,135.1,0
British Virgin Islands,2019,December,25.1,86.2,0
British Virgin Islands,2020,January,25.2,55.9,0
British Virgin Islands,2020,February,26.2,39.5,0
British Virgin Islands,2020,March,26.1,37.3,0
British Virgin Islands,2020,April,27.3,62.0,0
British Virgin Islands,2020,May,28.2,99.1,0
British Virgin Islands,2020,June,28.2,131.5,0
British Virgin Islands,2020,July,28.2,176.4,0
British Virgin Islands,2020,August,29.7,194.3,0
British Virgin Islands,2020,September,28.5,208.9,0
British Virgin Islands,2020,October,27.3,166.3,0
British Virgin Islands,2020,November,27.0,142.8,0
British Virgin Islands,2020,December,25.4,98.6,0
British Virgin Islands,2021,January,24.8,49.4,0
British Virgin Islands,2021,February,25.8,35.2,0
British Virgin Islands,2021,March,25.4,30.8,0
British Virgin Islands,2021,April,27.9,58.1,0
British Virgin Islands,2021,May,28.1,104.9,0
British Virgin Islands,2021,June,28.8,160.5,0
British Virgin Islands,2021,July,27.9,172.6,0
British Virgin Islands,2021,August,28.4,138.0,0
British Virgin Islands,2021,September,28.6,164.5,0
British Virgin Islands,2021,October,26.9,232.2,1
British Virgin Islands,2021,November,28.0,148.2,0
British Virgin Islands,2021,December,25.9,83.4,0
British Virgin Islands,2022,January,26.1,47.1,0
British Virgin Islands,2022,February,25.4,52.4,0
British Virgin Islands,2022,March,26.0,49.3,0
British Virgin Islands,2022,April,27.1,46.6,0
British Virgin Islands,2022,May,27.8,88.1,0
British Virgin Islands,2022,June,27.2,117.9,0
British Virgin Islands,2022,July,29.6,184.2,0
British Virgin Islands,2022,August,29.8,208.2,0
British Virgin Islands,2022,September,29.0,234.3,0
British Virgin Islands,2022,October,28.5,197.5,0
British Virgin Islands,2022,November,26.8,127.5,0
British Virgin Islands,2022,December,25.1,64.7,0
British Virgin Islands,2023,January,25.9,74.8,0
British Virgin Islands,2023,February,25.3,40.9,0
British Virgin Islands,2023,March,26.3,30.2,0
British Virgin Islands,2023,April,26.4,43.8,0
British Virgin Islands,2023,May,28.3,78.8,0
British Virgin Islands,2023,June,28.1,139.0,0
British Virgin Islands,2023,July,28.1,195.8,0
British Virgin Islands,2023,August,29.9,179.9,0
British Virgin Islands,2023,September,29.1,225.4,0
British Virgin Islands,2023,October,27.2,153.1,0
British Virgin Islands,2023,November,26.2,104.4,0
British Virgin Islands,2023,December,26.5,86.5,0
British Virgin Islands,2024,January,26.1,61.2,0
British Virgin Islands,2024,February,25.9,47.7,0
British Virgin Islands,2024,March,27.3,47.9,0
British Virgin Islands,2024,April,26.9,68.3,0
British Virgin Islands,2024,May,27.1,86.1,0
British Virgin Islands,2024,June,27.1,172.4,0
British Virgin Islands,2024,July,28.7,160.2,0
British Virgin Islands,2024,August,29.3,150.7,0
British Virgin Islands,2024,September,29.1,186.2,0
British Virgin Islands,2024,October,26.8,149.7,0
British Virgin Islands,2024,November,26.5,137.3,0
British Virgin Islands,2024,December,26.2,69.5,0
British Virgin Islands,2025,January,25.8,56.0,0
British Virgin Islands,2025,February,25.3,49.5,0
British Virgin Islands,2025,March,27.1,35.6,0
British Virgin Islands,2025,April,26.1,57.1,0
British Virgin Islands,2025,May,26.7,88.5,0
British Virgin Islands,2025,June,27.9,141.1,0
British Virgin Islands,2025,July,29.6,132.0,0
British Virgin Islands,2025,August,28.1,180.0,0
British Virgin Islands,2025,September,29.4,191.6,0
British Virgin Islands,2025,October,28.5,157.5,0
British Virgin Islands,2025,November,27.1,123.4,0
British Virgin Islands,2025,December,25.2,92.5,0
Cayman Islands,2015,January,26.2,68.2,0
Cayman Islands,2015,February,25.9,56.7,0
Cayman Islands,2015,March,26.1,38.0,0
Cayman Islands,2015,April,28.0,80.0,0
Cayman Islands,2015,May,28.1,118.2,0
Cayman Islands,2015,June,29.0,148.4,0
Cayman Islands,2015,July,28.9,190.1,0
Cayman Islands,2015,August,28.9,169.7,0
Cayman Islands,2015,September,28.1,166.8,0
Cayman Islands,2015,October,27.8,197.1,0
Cayman Islands,2015,November,28.0,110.0,0
Cayman Islands,2015,December,25.8,81.8,0
Cayman Islands,2016,January,25.4,75.1,0
Cayman Islands,2016,February,26.1,65.0,0
Cayman Islands,2016,March,26.8,61.6,0
Cayman Islands,2016,April,26.5,49.5,0
Cayman Islands,2016,May,28.3,134.2,0
Cayman Islands,2016,June,27.4,133.3,0
Cayman Islands,2016,July,27.9,202.2,0
Cayman Islands,2016,August,28.1,180.2,0
Cayman Islands,2016,September,27.9,176.2,0
Cayman Islands,2016,October,28.6,220.7,0
Cayman Islands,2016,November,26.6,124.9,0
Cayman Islands,2016,December,25.6,105.2,0
Cayman Islands,2017,January,26.2,82.6,0
Cayman Islands,2017,February,26.1,68.1,0
Cayman Islands,2017,March,26.1,48.6,0
Cayman Islands,2017,April,27.6,54.5,0
Cayman Islands,2017,May,28.2,117.5,0
Cayman Islands,2017,June,28.4,171.2,0
Cayman Islands,2017,July,28.6,173.4,0
Cayman Islands,2017,August,29.1,177.2,0
Cayman Islands,2017,September,28.4,150.0,0
Cayman Islands,2017,October,29.0,170.6,0
Cayman Islands,2017,November,26.1,169.6,0
Cayman Islands,2017,December,26.4,67.9,0
Cayman Islands,2018,January,25.5,60.6,0
Cayman Islands,2018,February,25.9,52.6,0
Cayman Islands,2018,March,26.4,41.6,0
Cayman Islands,2018,April,27.0,61.0,0
Cayman Islands,2018,May,27.7,95.7,0
Cayman Islands,2018,June,29.3,184.6,0
Cayman Islands,2018,July,28.4,190.7,0
Cayman Islands,2018,August,29.0,223.6,0
Cayman Islands,2018,September,28.4,213.7,0
Cayman Islands,2018,October,27.7,196.3,0
Cayman Islands,2018,November,26.1,108.5,0
Cayman Islands,2018,December,25.7,72.1,0
Cayman Islands,2019,January,26.4,78.0,0
Cayman Islands,2019,February,25.5,54.8,0
Cayman Islands,2019,March,26.2,57.5,0
Cayman Islands,2019,April,27.1,74.5,0
Cayman Islands,2019,May,28.7,134.8,0
Cayman Islands,2019,June,29.0,125.7,0
Cayman Islands,2019,July,28.2,199.0,0
Cayman Islands,2019,August,30.0,154.1,0
Cayman Islands,2019,September,28.3,227.1,0
Cayman Islands,2019,October,28.7,141.8,0
Cayman Islands,2019,November,27.8,141.5,0
Cayman Islands,2019,December,26.3,98.2,0
Cayman Islands,2020,January,25.5,74.5,0
Cayman Islands,2020,February,27.1,55.6,0
Cayman Islands,2020,March,26.9,42.5,0
Cayman Islands,2020,April,28.0,55.8,0
Cayman Islands,2020,May,28.2,100.3,0
Cayman Islands,2020,June,27.9,129.6,0
Cayman Islands,2020,July,27.8,131.1,0
Cayman Islands,2020,August,29.1,199.1,0
Cayman Islands,2020,September,27.9,325.8,2
Cayman Islands,2020,October,29.2,231.0,0
Cayman Islands,2020,November,26.2,150.1,0
Cayman Islands,2020,December,27.0,73.2,0
Cayman Islands,2021,January,26.9,80.1,0
Cayman Islands,2021,February,26.8,53.3,0
Cayman Islands,2021,March,27.0,46.5,0
Cayman Islands,2021,April,28.1,64.5,0
Cayman Islands,2021,May,27.4,120.8,0
Cayman Islands,2021,June,27.7,147.8,0
Cayman Islands,2021,July,28.4,198.2,0
Cayman Islands,2021,August,29.3,149.0,0
Cayman Islands,2021,September,28.4,176.3,0
Cayman Islands,2021,October,27.1,197.8,0
Cayman Islands,2021,November,26.5,106.3,0
Cayman Islands,2021,December,27.0,78.2,0
Cayman Islands,2022,January,26.2,71.4,0
Cayman Islands,2022,February,26.2,54.9,0
Cayman Islands,2022,March,26.8,45.6,0
Cayman Islands,2022,April,26.4,65.8,0
Cayman Islands,2022,May,28.6,89.6,0
Cayman Islands,2022,June,27.7,158.8,0
Cayman Islands,2022,July,29.1,198.6,0
Cayman Islands,2022,August,29.3,209.1,0
Cayman Islands,2022,September,28.6,530.6,4
Cayman Islands,2022,October,27.5,184.2,0
Cayman Islands,2022,November,26.3,161.1,0
Cayman Islands,2022,December,26.5,109.7,0
Cayman Islands,2023,January,25.6,77.3,0
Cayman Islands,2023,February,25.7,42.4,0
Cayman Islands,2023,March,26.2,61.1,0
Cayman Islands,2023,April,26.3,72.3,0
Cayman Islands,2023,May,27.2,111.4,0
Cayman Islands,2023,June,28.7,134.3,0
Cayman Islands,2023,July,28.7,136.5,0
Cayman Islands,2023,August,28.9,186.1,0
Cayman Islands,2023,September,29.8,166.7,0
Cayman Islands,2023,October,28.0,170.0,0
Cayman Islands,2023,November,28.3,136.0,0
Cayman Islands,2023,December,26.0,112.1,0
Cayman Islands,2024,January,25.6,79.2,0
Cayman Islands,2024,February,26.7,58.0,0
Cayman Islands,2024,March,26.0,56.6,0
Cayman Islands,2024,April,26.7,80.0,0
Cayman Islands,2024,May,27.7,122.5,0
Cayman Islands,2024,June,28.6,161.4,0
Cayman Islands,2024,July,28.4,153.0,0
Cayman Islands,2024,August,30.0,144.6,0
Cayman Islands,2024,September,29.3,177.6,0
Cayman Islands,2024,October,28.3,224.4,0
Cayman Islands,2024,November,26.2,129.9,0
Cayman Islands,2024,December,26.1,93.7,0
Cayman Islands,2025,January,26.5,55.7,0
Cayman Islands,2025,February,27.1,61.4,0
Cayman Islands,2025,March,27.2,41.8,0
Cayman Islands,2025,April,27.6,67.5,0
Cayman Islands,2025,May,28.1,99.0,0
Cayman Islands,2025,June,28.6,126.3,0
Cayman Islands,2025,July,29.5,157.1,0
Cayman Islands,2025,August,29.0,224.9,0
Cayman Islands,2025,September,28.3,215.3,0
Cayman Islands,2025,October,27.1,210.7,0
Cayman Islands,2025,November,26.8,107.9,0
Cayman Islands,2025,December,25.7,90.1,0
Cuba,2015,January,25.3,89.3,0
Cuba,2015,February,26.4,68.1,0
Cuba,2015,March,26.3,53.7,0
Cuba,2015,April,26.7,59.4,0
Cuba,2015,May,27.2,114.0,0
Cuba,2015,June,28.7,193.3,0
Cuba,2015,July,28.4,185.3,0
Cuba,2015,August,29.9,169.6,0
Cuba,2015,September,29.8,423.4,3
Cuba,2015,October,28.1,236.3,0
Cuba,2015,November,27.9,144.3,0
Cuba,2015,December,26.3,104.7,0
Cuba,2016,January,25.8,99.5,0
Cuba,2016,February,27.5,63.1,0
Cuba,2016,March,25.9,69.5,0
Cuba,2016,April,27.2,84.7,0
Cuba,2016,May,27.3,93.3,0
Cuba,2016,June,29.7,201.3,0
Cuba,2016,July,28.1,197.4,0
Cuba,2016,August,29.4,152.3,0
Cuba,2016,September,29.3,178.9,0
Cuba,2016,October,27.9,193.3,0
Cuba,2016,November,26.7,324.9,2
Cuba,2016,December,27.1,77.2,0
Cuba,2017,January,25.8,91.6,0
Cuba,2017,February,25.6,70.0,0
Cuba,2017,March,26.7,53.1,0
Cuba,2017,April,27.9,88.7,0
Cuba,2017,May,29.0,129.0,0
Cuba,2017,June,28.4,210.5,0
Cuba,2017,July,28.8,213.0,0
Cuba,2017,August,28.8,200.1,0
Cuba,2017,September,30.2,159.8,0
Cuba,2017,October,28.6,178.8,0
Cuba,2017,November,26.8,138.5,0
Cuba,2017,December,27.0,86.8,0
Cuba,2018,January,26.2,92.5,0
Cuba,2018,February,27.3,77.7,0
Cuba,2018,March,25.9,61.6,0
Cuba,2018,April,26.7,89.9,0
Cuba,2018,May,27.3,112.9,0
Cuba,2018,June,29.0,180.7,0
Cuba,2018,July,28.6,148.8,0
Cuba,2018,August,30.5,182.9,0
Cuba,2018,September,28.5,172.1,0
Cuba,2018,October,29.2,230.3,0
Cuba,2018,November,27.9,151.8,0
Cuba,2018,December,27.8,123.8,0
Cuba,2019,January,27.1,96.7,0
Cuba,2019,February,26.6,79.6,0
Cuba,2019,March,26.5,71.4,0
Cuba,2019,April,28.1,89.2,0
Cuba,2019,May,28.0,116.6,0
Cuba,2019,June,29.6,206.8,0
Cuba,2019,July,29.9,144.6,0
Cuba,2019,August,30.1,211.2,0
Cuba,2019,September,29.4,181.8,0
Cuba,2019,October,28.9,181.3,0
Cuba,2019,November,27.4,150.2,0
Cuba,2019,December,27.1,93.7,0
Cuba,2020,January,26.2,65.5,0
Cuba,2020,February,25.5,73.6,0
Cuba,2020,March,26.4,57.4,0
Cuba,2020,April,28.6,84.7,0
Cuba,2020,May,29.2,149.1,0
Cuba,2020,June,28.7,155.1,0
Cuba,2020,July,28.6,411.4,3
Cuba,2020,August,29.2,181.3,0
Cuba,2020,September,29.8,219.8,0
Cuba,2020,October,29.4,223.0,0
Cuba,2020,November,27.4,174.5,0
Cuba,2020,December,27.8,100.9,0
Cuba,2021,January,26.7,82.3,0
Cuba,2021,February,26.8,50.4,0
Cuba,2021,March,26.7,54.1,0
Cuba,2021,April,27.4,72.1,0
Cuba,2021,May,27.2,121.0,0
Cuba,2021,June,29.5,165.9,0
Cuba,2021,July,28.3,205.1,0
Cuba,2021,August,30.0,163.5,0
Cuba,2021,September,29.1,176.3,0
Cuba,2021,October,29.0,165.9,0
Cuba,2021,November,26.9,164.4,0
Cuba,2021,December,27.3,110.9,0
Cuba,2022,January,25.4,78.0,0
Cuba,2022,February,26.6,61.2,0
Cuba,2022,March,26.9,73.5,0
Cuba,2022,April,27.2,85.1,0
Cuba,2022,May,28.4,129.6,0
Cuba,2022,June,29.6,142.7,0
Cuba,2022,July,29.0,162.9,0
Cuba,2022,August,29.4,212.7,0
Cuba,2022,September,28.3,178.8,0
Cuba,2022,October,27.9,191.0,0
Cuba,2022,November,27.6,112.9,0
